Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,Unnamed: 48,Normalized Value (nM),Log10 Value (nM),Deviation_from_mean,Deviation_from_median,Mean_log10,Median_log10,Std_log10,Anderson_stat,Anderson_critical_value_5pct,Skewness,Kurtosis,Category,Subcategory
CHEMBL430464,MESODIHYDROGUAIARETIC ACID,,330.42,0.0,4.17,,COc1cc(C[C@@H](C)[C@@H](C)Cc2ccc(O)c(OC)c2)ccc1O,IC50,=,34640.0,nM,4.46,,,UO_0000065,,,,,,0,CHEMBL3293535,Antioxidant activity assessed as 300 uM DPPH free radical scavenging activity under dark condition after 30 mins by microplate reader analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3286204,1,,J Nat Prod,2014,,,,,34.64,34640.0,4.54,0.0009474778642335,0.0120000000000004,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL3290511,,,342.39,0.0,4.21,,COc1cc([C@H]2O[C@H](c3ccc4c(c3)OCO4)[C@@H](C)[C@H]2C)ccc1O,IC50,=,44450.0,nM,4.35,,,UO_0000065,,,,,,0,CHEMBL3293535,Antioxidant activity assessed as 300 uM DPPH free radical scavenging activity under dark condition after 30 mins by microplate reader analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3286204,1,,J Nat Prod,2014,,,,,44.45,44450.0,4.648,0.1089474778642332,0.1200000000000001,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL196,ASCORBIC ACID,4.0,176.12,0.0,-1.41,,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,IC50,=,59330.0,nM,4.23,,,UO_0000065,,,,,,0,CHEMBL3293535,Antioxidant activity assessed as 300 uM DPPH free radical scavenging activity under dark condition after 30 mins by microplate reader analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3286204,1,,J Nat Prod,2014,,,,,59.33,59330.0,4.773,0.2339474778642332,0.2450000000000001,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL47,ALPHA-TOCOPHEROL,,430.72,1.0,8.84,,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,IC50,=,62090.0,nM,4.21,,,UO_0000065,,,,,,0,CHEMBL3293535,Antioxidant activity assessed as 300 uM DPPH free radical scavenging activity under dark condition after 30 mins by microplate reader analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3286204,1,,J Nat Prod,2014,,,,,62.09,62090.0,4.793,0.2539474778642336,0.2650000000000005,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL3344051,,,310.46,0.0,4.31,,CC(C)(C)c1cc(CSCC(=O)O)cc(C(C)(C)C)c1O,IC50,=,38840.0,nM,4.41,,,UO_0000065,,,,,,0,CHEMBL3384881,Antioxidant activity assessed as inhibition of lipid peroxidation after 1 hr by TBARS assay,P,BAO_0000100,small-molecule physicochemical format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL3351533,1,,Eur J Med Chem,2014,,,,,38.84,38840.0,4.589,0.0499474778642339,0.0610000000000008,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL3344052,,,489.71,1.0,5.25,,COc1ccccc1NC(=S)NNC(=O)CSCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,IC50,=,60530.0,nM,4.22,,,UO_0000065,,,,,,0,CHEMBL3384881,Antioxidant activity assessed as inhibition of lipid peroxidation after 1 hr by TBARS assay,P,BAO_0000100,small-molecule physicochemical format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL3351533,1,,Eur J Med Chem,2014,,,,,60.53,60530.0,4.782,0.2429474778642335,0.2540000000000004,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL3344053,,,489.71,1.0,5.25,,COc1ccc(NC(=S)NNC(=O)CSCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1,IC50,=,30100.0,nM,4.52,,,UO_0000065,,,,,,0,CHEMBL3384881,Antioxidant activity assessed as inhibition of lipid peroxidation after 1 hr by TBARS assay,P,BAO_0000100,small-molecule physicochemical format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL3351533,1,,Eur J Med Chem,2014,,,,,30.1,30100.0,4.479,-0.0600525221357663,-0.0489999999999994,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL3344056,,,471.69,1.0,6.30,,COc1ccccc1-n1c(S)nnc1CSCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,IC50,=,38870.0,nM,4.41,,,UO_0000065,,,,,,0,CHEMBL3384881,Antioxidant activity assessed as inhibition of lipid peroxidation after 1 hr by TBARS assay,P,BAO_0000100,small-molecule physicochemical format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL3351533,1,,Eur J Med Chem,2014,,,,,38.87,38870.0,4.59,0.0509474778642333,0.0620000000000002,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL146,BUTYLATED HYDROXYTOLUENE,2.0,220.36,0.0,4.30,,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,IC50,=,36670.0,nM,4.44,,,UO_0000065,,,,,,0,CHEMBL3384881,Antioxidant activity assessed as inhibition of lipid peroxidation after 1 hr by TBARS assay,P,BAO_0000100,small-molecule physicochemical format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL3351533,1,,Eur J Med Chem,2014,,,,,36.67,36670.0,4.564,0.0249474778642335,0.0360000000000004,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL4278832,,,464.69,1.0,5.95,,CC(C)(C)c1cc(CCC(=O)NCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,IC50,=,63400.0,nM,4.20,,,UO_0000065,,,,,,0,CHEMBL4274282,Antioxidant activity assessed as DPPH radical scavenging activity measured after 30 mins incubation in dark by UV-Visible spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4270597,1,,Eur J Med Chem,2018,,,,,63.4,63400.0,4.802,0.2629474778642331,0.274,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL4287826,,,478.72,1.0,6.34,,CC(C)(C)c1cc(CCC(=O)NCCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,IC50,=,54500.0,nM,4.26,,,UO_0000065,,,,,,0,CHEMBL4274282,Antioxidant activity assessed as DPPH radical scavenging activity measured after 30 mins incubation in dark by UV-Visible spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4270597,1,,Eur J Med Chem,2018,,,,,54.5,54500.0,4.736,0.1969474778642332,0.2080000000000001,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL4288282,,,506.73,2.0,6.43,,COc1ccc(CN2CCC(CCNC(=O)/C=C/c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)CC2)cc1,IC50,=,61200.0,nM,4.21,,,UO_0000065,,,,,,0,CHEMBL4274282,Antioxidant activity assessed as DPPH radical scavenging activity measured after 30 mins incubation in dark by UV-Visible spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4270597,1,,Eur J Med Chem,2018,,,,,61.2,61200.0,4.787,0.2479474778642334,0.2590000000000003,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL4277644,,,490.73,1.0,6.73,,Cc1ccccc1CN1CCC(CCNC(=O)/C=C/c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)CC1,IC50,=,65300.0,nM,4.18,,,UO_0000065,,,,,,0,CHEMBL4274282,Antioxidant activity assessed as DPPH radical scavenging activity measured after 30 mins incubation in dark by UV-Visible spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4270597,1,,Eur J Med Chem,2018,,,,,65.3,65300.0,4.815,0.2759474778642339,0.2870000000000008,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL4284895,,,490.73,1.0,6.73,,Cc1ccc(CN2CCC(CCNC(=O)/C=C/c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)CC2)cc1,IC50,=,60400.0,nM,4.22,,,UO_0000065,,,,,,0,CHEMBL4274282,Antioxidant activity assessed as DPPH radical scavenging activity measured after 30 mins incubation in dark by UV-Visible spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4270597,1,,Eur J Med Chem,2018,,,,,60.4,60400.0,4.781,0.2419474778642332,0.2530000000000001,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL4292766,,,494.7,1.0,6.56,,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3F)CC2)cc(C(C)(C)C)c1O,IC50,=,55900.0,nM,4.25,,,UO_0000065,,,,,,0,CHEMBL4274282,Antioxidant activity assessed as DPPH radical scavenging activity measured after 30 mins incubation in dark by UV-Visible spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4270597,1,,Eur J Med Chem,2018,,,,,55.9,55900.0,4.747,0.2079474778642334,0.2190000000000003,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL4295126,,,494.7,1.0,6.56,,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3cccc(F)c3)CC2)cc(C(C)(C)C)c1O,IC50,=,55200.0,nM,4.26,,,UO_0000065,,,,,,0,CHEMBL4274282,Antioxidant activity assessed as DPPH radical scavenging activity measured after 30 mins incubation in dark by UV-Visible spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4270597,1,,Eur J Med Chem,2018,,,,,55.2,55200.0,4.742,0.2029474778642335,0.2140000000000004,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL4284475,,,494.7,1.0,6.56,,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccc(F)cc3)CC2)cc(C(C)(C)C)c1O,IC50,=,57500.0,nM,4.24,,,UO_0000065,,,,,,0,CHEMBL4274282,Antioxidant activity assessed as DPPH radical scavenging activity measured after 30 mins incubation in dark by UV-Visible spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4270597,1,,Eur J Med Chem,2018,,,,,57.5,57500.0,4.76,0.2209474778642333,0.2320000000000002,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL4291697,,,512.69,2.0,6.70,,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccc(F)cc3F)CC2)cc(C(C)(C)C)c1O,IC50,=,62400.0,nM,4.21,,,UO_0000065,,,,,,0,CHEMBL4274282,Antioxidant activity assessed as DPPH radical scavenging activity measured after 30 mins incubation in dark by UV-Visible spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4270597,1,,Eur J Med Chem,2018,,,,,62.4,62400.0,4.795,0.2559474778642334,0.2670000000000003,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL4281066,,,512.69,2.0,6.70,,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccc(F)c(F)c3)CC2)cc(C(C)(C)C)c1O,IC50,=,65700.0,nM,4.18,,,UO_0000065,,,,,,0,CHEMBL4274282,Antioxidant activity assessed as DPPH radical scavenging activity measured after 30 mins incubation in dark by UV-Visible spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4270597,1,,Eur J Med Chem,2018,,,,,65.7,65700.0,4.818,0.2789474778642331,0.29,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL3344053,,,489.71,1.0,5.25,,COc1ccc(NC(=S)NNC(=O)CSCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1,IC50,=,50930.0,nM,4.29,,,UO_0000065,,,,,,0,CHEMBL3384879,Antioxidant activity assessed as DPPH free radical scavenging activity after 60 mins by spectrophotometry,P,BAO_0000100,small-molecule physicochemical format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL3351533,1,,Eur J Med Chem,2014,,,,,50.93,50930.0,4.707,0.1679474778642333,0.1790000000000002,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL3344052,,,489.71,1.0,5.25,,COc1ccccc1NC(=S)NNC(=O)CSCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,IC50,=,52030.0,nM,4.28,,,UO_0000065,,,,,,0,CHEMBL3384879,Antioxidant activity assessed as DPPH free radical scavenging activity after 60 mins by spectrophotometry,P,BAO_0000100,small-molecule physicochemical format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL3351533,1,,Eur J Med Chem,2014,,,,,52.03,52030.0,4.716,0.1769474778642337,0.1880000000000006,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL3238004,,,594.57,2.0,4.53,,CC[C@@H](C)[C@]12Oc3cc(C4=C(O)C(=O)C(c5ccc(O)cc5)=C(O)C4=O)ccc3O[N@@+]1([O-])C(O)=C([C@@H](C)CC)N(O)C2=O,IC50,=,26000.0,nM,4.58,,,UO_0000065,,,,,,0,CHEMBL3241006,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by microplate reader analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3232905,1,,J Nat Prod,2014,,,,,26.0,26000.0,4.415,-0.1240525221357664,-0.1129999999999995,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL3238006,,,494.45,0.0,4.13,,CC(=O)Oc1c(OC(C)=O)c(-c2ccc(O)cc2)c(OC(C)=O)c(OC(C)=O)c1-c1ccc(O)cc1,IC50,>,50000.0,nM,,,,UO_0000065,,,,,,0,CHEMBL3241006,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by microplate reader analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3232905,1,,J Nat Prod,2014,,,,,50.0,50000.0,4.699,0.1599474778642333,0.1710000000000002,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL3238007,,,410.38,0.0,3.69,,CC(=O)Oc1c(OC(C)=O)c(-c2ccc(O)cc2)c(O)c(O)c1-c1ccc(O)cc1,IC50,=,44000.0,nM,4.36,,,UO_0000065,,,,,,0,CHEMBL3241006,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by microplate reader analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3232905,1,,J Nat Prod,2014,,,,,44.0,44000.0,4.643,0.1039474778642333,0.1150000000000002,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL3238009,,,424.36,0.0,3.93,,CC(=O)Oc1c(-c2ccc(O)cc2)c(O)c2oc3cc(O)c(O)cc3c2c1OC(C)=O,IC50,=,28000.0,nM,4.55,,,UO_0000065,,,,,,0,CHEMBL3241006,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by microplate reader analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3232905,1,,J Nat Prod,2014,,,,,28.0,28000.0,4.447,-0.0920525221357664,-0.0809999999999995,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL3238012,,,680.66,3.0,5.74,,CC[C@@H](C)[C@]12Oc3cc(-c4c(O)c(O)c(-c5ccc(O)cc5)c(OC(C)=O)c4OC(C)=O)ccc3O[N@@+]1([O-])C(O)=C([C@@H](C)CC)N(O)C2=O,IC50,=,18000.0,nM,4.75,,,UO_0000065,,,,,,0,CHEMBL3241006,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by microplate reader analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3232905,1,,J Nat Prod,2014,,,,,18.0,18000.0,4.255,-0.2840525221357666,-0.2729999999999997,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores altos - potencia
CHEMBL196,ASCORBIC ACID,4.0,176.12,0.0,-1.41,,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,IC50,=,27000.0,nM,4.57,,,UO_0000065,,,,,,0,CHEMBL3241006,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by microplate reader analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3232905,1,,J Nat Prod,2014,,,,,27.0,27000.0,4.431,-0.1080525221357664,-0.0969999999999995,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL3238004,,,594.57,2.0,4.53,,CC[C@@H](C)[C@]12Oc3cc(C4=C(O)C(=O)C(c5ccc(O)cc5)=C(O)C4=O)ccc3O[N@@+]1([O-])C(O)=C([C@@H](C)CC)N(O)C2=O,IC50,=,27000.0,nM,4.57,,,UO_0000065,,,,,,0,CHEMBL3241009,Antioxidant activity in mouse liver assessed as inhibition of Fe2+/ascorbate system-induced lipid peroxidation by measuring MDA content after 1.5 hrs,F,BAO_0000221,tissue-based format,,,,,,,,,CHEMBL613580,Liver,Mus musculus,,CHEMBL3232905,1,,J Nat Prod,2014,,,,,27.0,27000.0,4.431,-0.1080525221357664,-0.0969999999999995,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL3238005,,,594.57,2.0,4.53,,CC[C@@H](C)[C@]12Oc3cc(C4=C(O)C(=O)C(c5ccc(O)cc5)=C(O)C4=O)ccc3O[N@+]1([O-])C(O)=C([C@@H](C)CC)N(O)C2=O,IC50,=,27000.0,nM,4.57,,,UO_0000065,,,,,,0,CHEMBL3241009,Antioxidant activity in mouse liver assessed as inhibition of Fe2+/ascorbate system-induced lipid peroxidation by measuring MDA content after 1.5 hrs,F,BAO_0000221,tissue-based format,,,,,,,,,CHEMBL613580,Liver,Mus musculus,,CHEMBL3232905,1,,J Nat Prod,2014,,,,,27.0,27000.0,4.431,-0.1080525221357664,-0.0969999999999995,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL3238006,,,494.45,0.0,4.13,,CC(=O)Oc1c(OC(C)=O)c(-c2ccc(O)cc2)c(OC(C)=O)c(OC(C)=O)c1-c1ccc(O)cc1,IC50,=,30000.0,nM,4.52,,,UO_0000065,,,,,,0,CHEMBL3241009,Antioxidant activity in mouse liver assessed as inhibition of Fe2+/ascorbate system-induced lipid peroxidation by measuring MDA content after 1.5 hrs,F,BAO_0000221,tissue-based format,,,,,,,,,CHEMBL613580,Liver,Mus musculus,,CHEMBL3232905,1,,J Nat Prod,2014,,,,,30.0,30000.0,4.477,-0.0620525221357661,-0.0509999999999992,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL1972790,,,426.38,0.0,3.40,,CC(=O)Oc1c(OC(C)=O)c(-c2ccc(O)c(O)c2)c(O)c(O)c1-c1ccc(O)cc1,IC50,=,29000.0,nM,4.54,,,UO_0000065,,,,,,0,CHEMBL3241009,Antioxidant activity in mouse liver assessed as inhibition of Fe2+/ascorbate system-induced lipid peroxidation by measuring MDA content after 1.5 hrs,F,BAO_0000221,tissue-based format,,,,,,,,,CHEMBL613580,Liver,Mus musculus,,CHEMBL3232905,1,,J Nat Prod,2014,,,,,29.0,29000.0,4.462,-0.0770525221357667,-0.0659999999999998,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL3238008,,,340.29,0.0,2.19,,O=C1C(O)=C(c2ccc(O)c(O)c2)C(=O)C(O)=C1c1ccc(O)cc1,IC50,=,49000.0,nM,4.31,,,UO_0000065,,,,,,0,CHEMBL3241009,Antioxidant activity in mouse liver assessed as inhibition of Fe2+/ascorbate system-induced lipid peroxidation by measuring MDA content after 1.5 hrs,F,BAO_0000221,tissue-based format,,,,,,,,,CHEMBL613580,Liver,Mus musculus,,CHEMBL3232905,1,,J Nat Prod,2014,,,,,49.0,49000.0,4.69,0.1509474778642339,0.1620000000000008,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL3238010,,,680.66,3.0,5.74,,CC[C@@H](C)[C@]12Oc3cc(-c4c(O)c(O)c(-c5ccc(O)cc5)c(OC(C)=O)c4OC(C)=O)ccc3O[N@+]1([O-])C(O)=C([C@@H](C)CC)N(O)C2=O,IC50,=,31000.0,nM,4.51,,,UO_0000065,,,,,,0,CHEMBL3241009,Antioxidant activity in mouse liver assessed as inhibition of Fe2+/ascorbate system-induced lipid peroxidation by measuring MDA content after 1.5 hrs,F,BAO_0000221,tissue-based format,,,,,,,,,CHEMBL613580,Liver,Mus musculus,,CHEMBL3232905,1,,J Nat Prod,2014,,,,,31.0,31000.0,4.491,-0.0480525221357668,-0.0369999999999999,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL3238011,,,722.7,3.0,5.96,,CC[C@@H](C)[C@]12Oc3cc(-c4c(O)c(O)c(-c5ccc(OC(C)=O)cc5)c(OC(C)=O)c4OC(C)=O)ccc3O[N@+]1([O-])C(O)=C([C@@H](C)CC)N(O)C2=O,IC50,=,54000.0,nM,4.27,,,UO_0000065,,,,,,0,CHEMBL3241009,Antioxidant activity in mouse liver assessed as inhibition of Fe2+/ascorbate system-induced lipid peroxidation by measuring MDA content after 1.5 hrs,F,BAO_0000221,tissue-based format,,,,,,,,,CHEMBL613580,Liver,Mus musculus,,CHEMBL3232905,1,,J Nat Prod,2014,,,,,54.0,54000.0,4.732,0.1929474778642337,0.2040000000000006,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL4526934,,,304.89,,,,CCCC[Te]c1cccc(C(C)N)c1,IC50,=,19.22,ug.mL-1,,,,UO_0000274,,,,,,0,CHEMBL4311664,Antioxidant activity of the compound assessed as DPPH radical scavenging activity after 30 mins by spectrophotometric method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4308909,1,,Bioorg Med Chem,2019,,,,,19.22,63039.129,4.8,0.2609474778642333,0.2720000000000002,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL4447378,,,304.89,,,,CCCC[Te]c1ccc(C(C)N)cc1,IC50,=,12.07,ug.mL-1,,,,UO_0000274,,,,,,0,CHEMBL4311664,Antioxidant activity of the compound assessed as DPPH radical scavenging activity after 30 mins by spectrophotometric method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4308909,1,,Bioorg Med Chem,2019,,,,,12.07,39588.048,4.598,0.0589474778642333,0.0700000000000002,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL4454886,,,318.87,,,,CCCC[Te]c1ccc(/C(C)=N/O)cc1,IC50,=,7.79,ug.mL-1,,,,UO_0000274,,,,,,0,CHEMBL4311664,Antioxidant activity of the compound assessed as DPPH radical scavenging activity after 30 mins by spectrophotometric method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4308909,1,,Bioorg Med Chem,2019,,,,,7.79,24430.019,4.388,-0.1510525221357666,-0.1399999999999996,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL4467117,,,361.0,,,,CCCCNC(C)c1ccc([Te]CCCC)cc1,IC50,=,8.63,ug.mL-1,,,,UO_0000274,,,,,,0,CHEMBL4311664,Antioxidant activity of the compound assessed as DPPH radical scavenging activity after 30 mins by spectrophotometric method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4308909,1,,Bioorg Med Chem,2019,,,,,8.63,23905.817,4.379,-0.1600525221357669,-0.149,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores altos - potencia
